date,city,seasons,temperature_c,rainfall_mm
2024-11-04,Batignolles-Monceau,Autumn,10.8,1.0
2024-08-07,Vaugirard,Summer,26.6,1.0
2024-09-30,Élysée,Autumn,10.8,2.5
2024-11-12,Buttes-Montmartre,Autumn,8.8,5.4
2024-06-02,Buttes-Montmartre,Summer,26.9,0.8
2024-10-14,Buttes-Montmartre,Autumn,9.5,7.2
2024-10-11,Buttes-Montmartre,Autumn,1.4,2.4
2024-11-13,Buttes-Montmartre,Autumn,12.2,0.1
2024-04-02,Entrepôt,Spring,16.0,6.1
2024-08-05,Buttes-Montmartre,Summer,29.3,2.5
2024-11-16,Buttes-Montmartre,Autumn,15.7,3.0
2024-11-24,Ménilmontant,Autumn,20.2,3.9
2024-08-15,Panthéon,Summer,19.5,1.3
2023-05-27,Ménilmontant,Spring,18.4,5.2
2024-06-07,Passy,Summer,20.8,0.6
2024-11-03,Vaugirard,Autumn,6.5,4.5
2024-11-10,Popincourt,Autumn,7.7,7.5
2024-10-24,Louvre,Autumn,10.0,1.8
2023-09-19,Buttes-Montmartre,Autumn,15.2,3.1
2024-10-27,Buttes-Montmartre,Autumn,14.8,2.8
2024-08-11,Bourse,Summer,29.6,0.0
2024-09-30,Hôtel-de-Ville,Autumn,17.0,5.7
2024-09-23,Luxembourg,Autumn,14.9,1.1
2024-10-01,Observatoire,Autumn,3.6,2.0
2024-11-03,Luxembourg,Autumn,19.9,12.5
2023-10-04,Louvre,Autumn,10.2,2.6
2024-11-02,Panthéon,Autumn,8.7,1.3
2024-06-09,Popincourt,Summer,26.0,2.5
2024-12-02,Popincourt,Winter,-1.4,8.6
2024-12-04,Observatoire,Winter,5.0,4.5
2024-11-09,Popincourt,Autumn,14.5,3.8
2024-11-02,Louvre,Autumn,8.1,3.4
2024-10-17,Gobelins,Autumn,13.5,1.7
2023-10-29,Popincourt,Autumn,8.3,2.5
2023-07-15,Buttes-Montmartre,Summer,22.3,0.4
2024-04-14,Popincourt,Spring,26.7,2.8
2024-11-28,Batignolles-Monceau,Autumn,10.4,7.2
2024-10-28,Temple,Autumn,8.8,5.8
2024-10-10,Buttes-Chaumont,Autumn,10.4,1.5
2024-11-26,Temple,Autumn,10.1,5.9
2024-10-18,Popincourt,Autumn,10.4,1.0
2024-06-03,Entrepôt,Summer,24.6,3.8
2024-10-22,Passy,Autumn,6.1,6.7
2024-12-02,Buttes-Chaumont,Winter,2.3,17.6
2024-09-29,Observatoire,Autumn,13.3,0.0
2024-10-29,Popincourt,Autumn,8.0,1.8
2023-07-18,Passy,Summer,25.6,0.2
2024-11-24,Buttes-Montmartre,Autumn,13.1,7.4
2024-01-01,Passy,Winter,4.9,0.5
2023-07-11,Vaugirard,Summer,29.6,2.2
2024-10-14,Vaugirard,Autumn,8.4,1.8
2024-11-02,Vaugirard,Autumn,7.8,1.1
2024-11-11,Vaugirard,Autumn,21.9,2.1
2024-11-01,Vaugirard,Autumn,13.1,1.8
2023-06-24,Reuilly,Summer,28.3,2.0
2024-09-30,Hôtel-de-Ville,Autumn,14.2,9.4
2024-10-04,Buttes-Montmartre,Autumn,7.5,10.8
2024-11-16,Luxembourg,Autumn,7.7,1.9
2024-07-30,Buttes-Montmartre,Summer,21.6,0.1
2024-09-27,Buttes-Montmartre,Autumn,17.4,3.7
2024-12-02,Entrepôt,Winter,8.8,0.6
2024-11-26,Élysée,Autumn,12.9,3.9
2024-11-28,Ménilmontant,Autumn,7.3,3.6
2024-12-01,Ménilmontant,Winter,3.8,4.0
2023-10-20,Hôtel-de-Ville,Autumn,7.0,2.8
2024-11-25,Luxembourg,Autumn,11.7,0.2
2024-10-26,Popincourt,Autumn,6.5,0.8
2024-11-10,Vaugirard,Autumn,16.6,5.6
2024-11-15,Ménilmontant,Autumn,8.2,2.0
2024-08-09,Ménilmontant,Summer,28.0,3.0
2023-09-05,Buttes-Chaumont,Autumn,8.4,0.2
2023-06-25,Buttes-Chaumont,Summer,22.2,2.8
2024-12-01,Panthéon,Winter,5.0,3.8
2023-07-16,Vaugirard,Summer,20.9,1.9
2024-12-02,Opéra,Winter,11.2,2.9
2024-10-22,Luxembourg,Autumn,4.6,0.2
2024-11-27,Hôtel-de-Ville,Autumn,5.3,0.7
2023-09-18,Entrepôt,Autumn,13.1,2.4
2024-10-06,Bourse,Autumn,13.0,1.6
2024-12-01,Ménilmontant,Winter,1.8,1.9
2024-12-05,Batignolles-Monceau,Winter,6.8,11.3
2024-08-04,Popincourt,Summer,19.8,1.0
2024-12-07,Passy,Winter,9.3,5.6
2024-07-31,Reuilly,Summer,30.2,0.6
2023-10-11,Buttes-Montmartre,Autumn,14.8,0.2
2024-08-31,Batignolles-Monceau,Summer,24.5,1.8
2024-07-02,Reuilly,Summer,35.2,0.9
2023-07-16,Entrepôt,Summer,23.3,2.6
2024-11-24,Reuilly,Autumn,16.1,10.8
2024-09-22,Buttes-Chaumont,Autumn,7.2,3.6
2024-05-24,Palais-Bourbon,Spring,12.1,1.0
2024-08-08,Élysée,Summer,22.4,3.7
2024-11-10,Temple,Autumn,16.7,8.6
2024-12-01,Buttes-Montmartre,Winter,5.4,4.3
2023-06-06,Temple,Summer,27.7,0.2
2024-12-07,Entrepôt,Winter,7.0,9.8
2024-12-01,Passy,Winter,8.8,4.0
2024-07-28,Opéra,Summer,24.0,0.8
2024-07-29,Temple,Summer,25.7,3.2
2024-12-01,Entrepôt,Winter,6.5,10.3
2024-11-20,Buttes-Montmartre,Autumn,8.0,1.6
2024-11-16,Gobelins,Autumn,15.9,2.2
2024-10-10,Louvre,Autumn,14.1,2.9
2024-09-15,Louvre,Autumn,14.3,0.5
2024-08-06,Vaugirard,Summer,28.5,0.1
2024-12-04,Élysée,Winter,3.1,20.1
2024-06-21,Popincourt,Summer,19.8,0.1
2024-10-26,Opéra,Autumn,5.7,3.1
2023-10-15,Buttes-Chaumont,Autumn,13.4,2.9
2023-10-29,Reuilly,Autumn,16.7,1.6
2023-11-05,Ménilmontant,Autumn,10.3,0.3
2023-06-29,Buttes-Montmartre,Summer,28.2,4.6
2023-07-21,Luxembourg,Summer,30.5,1.1
2024-11-27,Popincourt,Autumn,12.8,1.5
2023-10-22,Batignolles-Monceau,Autumn,9.9,3.1
2024-10-16,Vaugirard,Autumn,11.4,4.3
2024-11-10,Buttes-Montmartre,Autumn,12.5,11.1
2024-01-06,Buttes-Chaumont,Winter,3.9,2.8
2024-11-22,Observatoire,Autumn,10.2,1.7
2024-10-25,Temple,Autumn,10.5,1.4
2023-06-25,Buttes-Chaumont,Summer,24.3,6.9
2024-11-02,Reuilly,Autumn,11.8,0.2
2024-07-29,Popincourt,Summer,23.6,1.4
2024-01-01,Entrepôt,Winter,3.3,0.4
2024-10-05,Palais-Bourbon,Autumn,19.3,4.0
2024-07-28,Opéra,Summer,21.4,1.5
2024-07-03,Entrepôt,Summer,25.7,0.4
2023-07-08,Popincourt,Summer,32.7,0.2
2024-10-19,Passy,Autumn,10.7,4.9
2024-01-07,Observatoire,Winter,0.6,1.9
2024-10-30,Opéra,Autumn,9.8,4.0
2024-10-27,Temple,Autumn,9.3,3.2
2023-07-06,Popincourt,Summer,33.0,4.3
2024-06-10,Vaugirard,Summer,14.8,0.5
2024-11-02,Élysée,Autumn,8.5,7.1
2024-11-03,Buttes-Montmartre,Autumn,15.3,1.2
2024-07-03,Bourse,Summer,23.5,1.3
2023-07-21,Gobelins,Summer,21.8,1.2
2024-07-29,Panthéon,Summer,19.0,2.1
2024-10-30,Temple,Autumn,9.9,1.7
2024-08-17,Buttes-Montmartre,Summer,26.5,1.1
2024-11-21,Gobelins,Autumn,15.6,1.2
2023-06-16,Vaugirard,Summer,29.6,0.6
2024-11-11,Panthéon,Autumn,15.7,2.1
2024-10-31,Buttes-Chaumont,Autumn,10.5,1.1
2024-01-02,Entrepôt,Winter,8.6,11.7
2024-10-17,Buttes-Montmartre,Autumn,10.6,1.4
2024-11-19,Opéra,Autumn,11.3,2.3
2023-06-11,Buttes-Montmartre,Summer,26.3,2.5
2024-06-23,Entrepôt,Summer,27.9,1.1
2023-10-01,Panthéon,Autumn,12.9,0.9
2024-11-10,Temple,Autumn,7.0,2.7
2024-05-20,Observatoire,Spring,17.3,4.6
2024-07-23,Ménilmontant,Summer,25.8,0.5
2024-10-27,Ménilmontant,Autumn,17.3,0.6
2024-10-23,Passy,Autumn,18.8,2.5
2024-11-10,Popincourt,Autumn,15.3,4.9
2024-11-17,Batignolles-Monceau,Autumn,12.8,0.8
2024-11-22,Entrepôt,Autumn,10.2,2.7
2024-10-22,Palais-Bourbon,Autumn,8.7,5.9
2024-12-03,Opéra,Winter,1.5,1.9
2024-06-20,Ménilmontant,Summer,28.1,2.5
2024-05-27,Buttes-Montmartre,Spring,21.3,3.5
2024-10-31,Buttes-Montmartre,Autumn,13.2,5.9
2023-08-18,Buttes-Montmartre,Summer,27.8,1.2
2024-03-31,Entrepôt,Spring,7.7,0.5
2024-08-12,Buttes-Montmartre,Summer,15.2,1.5
2024-09-28,Entrepôt,Autumn,7.1,3.1
2024-06-24,Hôtel-de-Ville,Summer,27.8,1.2
2024-10-07,Bourse,Autumn,8.7,0.3
2024-11-27,Opéra,Autumn,11.9,3.5
2024-11-17,Opéra,Autumn,5.6,0.2
2024-11-17,Vaugirard,Autumn,11.1,7.0
2024-08-07,Batignolles-Monceau,Summer,25.7,0.9
2024-10-20,Palais-Bourbon,Autumn,12.8,10.9
2023-10-16,Observatoire,Autumn,14.7,1.1
2024-11-01,Entrepôt,Autumn,21.6,3.0
2024-12-05,Batignolles-Monceau,Winter,6.7,6.9
2023-07-18,Ménilmontant,Summer,21.6,2.0
2024-11-21,Luxembourg,Autumn,4.5,1.5
2024-09-29,Ménilmontant,Autumn,13.5,3.7
2023-07-28,Reuilly,Summer,28.7,3.5
2024-11-09,Passy,Autumn,8.8,0.5
2024-11-22,Popincourt,Autumn,12.6,6.2
2024-11-09,Buttes-Montmartre,Autumn,9.7,0.6
2024-10-03,Buttes-Chaumont,Autumn,11.0,2.3
2023-06-09,Passy,Summer,26.9,1.9
2024-11-02,Buttes-Montmartre,Autumn,10.3,0.2
2024-11-11,Passy,Autumn,17.2,3.6
2023-11-15,Luxembourg,Autumn,7.3,1.1
2024-11-17,Passy,Autumn,16.7,2.6
2023-10-15,Passy,Autumn,13.7,0.8
2024-12-04,Temple,Winter,2.3,10.2
2024-11-14,Panthéon,Autumn,14.2,4.2
2024-11-26,Hôtel-de-Ville,Autumn,10.3,9.3
2024-10-25,Buttes-Chaumont,Autumn,8.4,3.0
2023-09-26,Panthéon,Autumn,1.0,2.0
2024-08-11,Buttes-Montmartre,Summer,28.5,2.0
2024-11-24,Entrepôt,Autumn,13.1,1.0
2024-11-27,Entrepôt,Autumn,13.3,7.0
2024-12-04,Louvre,Winter,5.4,0.9
2024-10-21,Buttes-Montmartre,Autumn,12.5,0.6
2024-10-03,Vaugirard,Autumn,20.3,2.5
2024-07-12,Reuilly,Summer,21.4,2.2
2024-12-01,Ménilmontant,Winter,2.0,5.0
2024-07-29,Batignolles-Monceau,Summer,25.5,1.1
2024-11-23,Batignolles-Monceau,Autumn,7.5,6.4
2024-08-03,Panthéon,Summer,30.9,0.8
2024-08-13,Vaugirard,Summer,30.0,3.7
2023-06-25,Observatoire,Summer,24.7,0.7
2024-04-07,Hôtel-de-Ville,Spring,10.7,4.7
2024-06-07,Batignolles-Monceau,Summer,27.7,0.1
2024-11-03,Temple,Autumn,8.8,0.9
2024-02-07,Vaugirard,Winter,7.0,12.6
2024-11-24,Luxembourg,Autumn,13.7,2.1
2024-09-12,Vaugirard,Autumn,12.4,3.2
2024-05-13,Luxembourg,Spring,16.7,1.6
2024-08-12,Louvre,Summer,20.0,3.0
2024-10-23,Passy,Autumn,15.6,16.6
2024-10-12,Palais-Bourbon,Autumn,12.0,1.4
2024-12-01,Ménilmontant,Winter,5.6,6.7
2024-12-01,Louvre,Winter,4.3,0.3
2024-10-31,Buttes-Chaumont,Autumn,6.2,5.6
2023-05-11,Popincourt,Spring,8.7,5.2
2024-10-30,Gobelins,Autumn,5.3,12.6
2024-01-02,Popincourt,Winter,9.4,1.9
2024-11-11,Palais-Bourbon,Autumn,15.2,2.4
2024-12-01,Opéra,Winter,7.3,0.4
2023-07-06,Buttes-Montmartre,Summer,37.2,4.0
2024-11-08,Entrepôt,Autumn,13.5,1.1
2024-12-01,Buttes-Montmartre,Winter,6.8,1.2
2024-07-07,Reuilly,Summer,22.1,0.9
2024-08-31,Reuilly,Summer,22.2,1.0
2024-08-11,Ménilmontant,Summer,20.8,0.6
2024-02-29,Temple,Winter,7.2,3.4
2024-09-19,Batignolles-Monceau,Autumn,7.1,4.1
2024-10-21,Buttes-Montmartre,Autumn,14.1,2.5
2024-10-21,Batignolles-Monceau,Autumn,11.0,2.8
2024-11-26,Passy,Autumn,10.5,2.9
2024-10-27,Batignolles-Monceau,Autumn,7.0,6.7
2024-11-25,Temple,Autumn,19.3,8.3
2024-11-10,Popincourt,Autumn,11.9,5.4
2024-08-03,Opéra,Summer,20.5,1.0
2024-08-23,Buttes-Montmartre,Summer,24.0,0.4
2024-08-09,Buttes-Montmartre,Summer,20.4,2.5
2024-11-10,Ménilmontant,Autumn,11.7,8.1
2024-08-10,Batignolles-Monceau,Summer,19.8,0.3
2024-10-31,Opéra,Autumn,11.9,1.6
2024-11-29,Luxembourg,Autumn,13.7,0.7
2024-12-02,Panthéon,Winter,5.7,7.7
2024-08-13,Batignolles-Monceau,Summer,20.4,0.7
2024-11-18,Batignolles-Monceau,Autumn,11.2,3.8
2023-09-05,Bourse,Autumn,11.0,0.3
2024-10-03,Popincourt,Autumn,9.1,9.1
2024-09-30,Buttes-Chaumont,Autumn,11.9,6.4
2024-06-28,Élysée,Summer,21.5,2.4
2024-11-29,Panthéon,Autumn,18.2,1.5
2024-10-24,Palais-Bourbon,Autumn,6.2,0.8
2024-08-10,Buttes-Chaumont,Summer,18.5,0.3
2023-07-30,Ménilmontant,Summer,29.7,1.7
2024-10-26,Temple,Autumn,9.7,0.5
2024-11-17,Luxembourg,Autumn,14.4,0.9
2024-11-24,Bourse,Autumn,12.9,1.2
2023-08-05,Élysée,Summer,22.9,1.3
2024-10-13,Hôtel-de-Ville,Autumn,13.6,4.4
2024-12-02,Entrepôt,Winter,9.6,4.3
2024-10-28,Hôtel-de-Ville,Autumn,24.7,0.5
2024-10-28,Temple,Autumn,9.4,1.9
2024-08-13,Buttes-Chaumont,Summer,26.2,6.2
2024-06-30,Palais-Bourbon,Summer,21.6,2.2
2024-09-23,Batignolles-Monceau,Autumn,15.7,7.4
2024-11-01,Élysée,Autumn,7.2,2.3
2024-09-13,Batignolles-Monceau,Autumn,9.1,0.9
2023-09-24,Batignolles-Monceau,Autumn,7.7,1.6
2024-11-17,Reuilly,Autumn,10.9,9.9
2023-06-28,Luxembourg,Summer,18.1,4.2
2024-12-01,Buttes-Montmartre,Winter,5.4,2.6
2024-11-11,Buttes-Montmartre,Autumn,10.8,3.2
2024-12-07,Entrepôt,Winter,3.8,0.0
2024-09-03,Buttes-Montmartre,Autumn,17.1,0.9
2024-11-29,Passy,Autumn,14.8,1.0
2024-12-08,Batignolles-Monceau,Winter,2.5,13.1
2024-08-04,Popincourt,Summer,27.4,1.8
2024-07-28,Luxembourg,Summer,29.8,2.1
2024-11-14,Bourse,Autumn,8.7,0.2
2023-08-20,Ménilmontant,Summer,25.5,3.1
2024-08-05,Opéra,Summer,20.2,4.3
2024-07-30,Vaugirard,Summer,34.6,2.1
2024-11-02,Reuilly,Autumn,13.3,2.4
2024-02-24,Palais-Bourbon,Winter,6.1,2.5
2023-12-28,Vaugirard,Winter,4.7,13.0
2024-08-12,Passy,Summer,28.5,1.3
2024-06-25,Ménilmontant,Summer,18.0,2.6
2024-10-16,Palais-Bourbon,Autumn,17.3,0.5
2024-11-01,Palais-Bourbon,Autumn,14.5,0.2
2024-12-05,Ménilmontant,Winter,7.2,2.3
2023-06-22,Batignolles-Monceau,Summer,24.9,3.1
2023-07-20,Ménilmontant,Summer,18.3,3.5
2023-10-03,Buttes-Chaumont,Autumn,19.6,9.5
2023-05-21,Élysée,Spring,8.8,2.5
2024-11-08,Vaugirard,Autumn,18.8,1.2
2024-10-20,Temple,Autumn,16.4,8.3
2024-06-17,Opéra,Summer,31.2,1.2
2024-06-29,Luxembourg,Summer,22.1,2.2
2024-08-10,Buttes-Chaumont,Summer,20.6,2.0
2024-06-28,Entrepôt,Summer,25.3,1.1
2023-07-11,Temple,Summer,33.4,0.6
2024-10-01,Ménilmontant,Autumn,18.4,7.5
2024-08-01,Opéra,Summer,25.4,1.6
2024-07-19,Vaugirard,Summer,25.7,1.1
2024-10-31,Buttes-Montmartre,Autumn,17.0,0.8
2024-08-07,Batignolles-Monceau,Summer,27.3,4.2
2024-04-15,Élysée,Spring,10.1,1.4
2024-10-23,Louvre,Autumn,16.8,2.4
2024-11-10,Gobelins,Autumn,12.1,6.4
2024-12-01,Buttes-Chaumont,Winter,6.2,1.1
2024-11-03,Bourse,Autumn,14.1,2.9
2024-11-13,Entrepôt,Autumn,13.0,0.3
2024-11-11,Buttes-Chaumont,Autumn,12.6,0.3
2023-10-06,Panthéon,Autumn,6.6,2.4
2024-10-31,Entrepôt,Autumn,14.8,2.1
2024-10-03,Vaugirard,Autumn,3.7,1.1
2024-11-24,Bourse,Autumn,12.3,0.2
2024-06-20,Passy,Summer,26.9,0.2
2024-10-04,Ménilmontant,Autumn,20.1,2.2
2024-12-01,Opéra,Winter,2.3,0.0
2024-08-18,Élysée,Summer,26.0,0.5
2024-01-01,Panthéon,Winter,7.3,0.7
2024-09-08,Buttes-Montmartre,Autumn,13.8,0.7
2024-12-08,Popincourt,Winter,0.2,8.5
2024-12-01,Buttes-Chaumont,Winter,4.9,2.2
2024-07-01,Ménilmontant,Summer,19.3,1.7
2024-11-01,Vaugirard,Autumn,22.1,7.8
2024-05-29,Entrepôt,Spring,16.2,2.9
2023-12-31,Buttes-Montmartre,Winter,3.1,1.8
2024-12-03,Gobelins,Winter,2.9,1.2
2024-10-26,Ménilmontant,Autumn,13.3,1.5
2024-10-15,Popincourt,Autumn,12.5,0.2
2024-10-20,Buttes-Montmartre,Autumn,13.0,1.1
2023-09-25,Ménilmontant,Autumn,22.5,2.2
2024-11-21,Batignolles-Monceau,Autumn,15.4,1.7
2023-06-25,Entrepôt,Summer,30.8,2.4
2024-11-24,Temple,Autumn,10.6,1.0
2024-08-10,Popincourt,Summer,19.1,0.2
2024-11-03,Entrepôt,Autumn,13.3,0.8
2024-11-03,Popincourt,Autumn,13.7,0.8
2024-07-16,Batignolles-Monceau,Summer,34.1,1.2
2023-10-29,Vaugirard,Autumn,19.1,1.2
2024-08-04,Panthéon,Summer,28.3,1.3
2024-05-28,Gobelins,Spring,16.6,2.4
2024-01-06,Opéra,Winter,2.3,4.2
2024-11-21,Observatoire,Autumn,5.2,0.5
2024-10-25,Opéra,Autumn,8.2,2.9
2024-11-14,Observatoire,Autumn,17.2,1.5
2024-07-29,Observatoire,Summer,37.4,1.1
2024-10-31,Vaugirard,Autumn,14.1,2.1
2024-05-08,Batignolles-Monceau,Spring,18.1,3.9
2024-11-11,Entrepôt,Autumn,9.0,3.3
2024-11-12,Panthéon,Autumn,11.9,2.9
2024-10-05,Popincourt,Autumn,5.3,2.6
2023-07-12,Bourse,Summer,24.4,2.2
2024-08-07,Reuilly,Summer,33.1,1.6
2023-07-25,Gobelins,Summer,24.1,2.8
2024-12-07,Hôtel-de-Ville,Winter,3.4,0.5
2024-04-06,Ménilmontant,Spring,19.9,0.8
2024-12-03,Palais-Bourbon,Winter,5.7,5.2
2024-05-30,Popincourt,Spring,11.5,1.2
2024-11-04,Buttes-Chaumont,Autumn,8.8,0.8
2023-10-09,Buttes-Chaumont,Autumn,12.0,2.4
2024-08-26,Buttes-Montmartre,Summer,28.2,0.3
2024-08-25,Élysée,Summer,28.7,0.3
2024-11-17,Luxembourg,Autumn,8.9,0.2
2024-09-04,Vaugirard,Autumn,16.0,6.2
2024-11-12,Vaugirard,Autumn,5.1,2.7
2024-10-01,Buttes-Montmartre,Autumn,8.3,1.8
2024-11-18,Panthéon,Autumn,15.8,0.1
2024-11-27,Ménilmontant,Autumn,15.3,9.9
2024-11-28,Bourse,Autumn,11.5,4.8
2023-07-04,Palais-Bourbon,Summer,16.3,0.7
2024-09-26,Panthéon,Autumn,14.0,4.8
2024-09-09,Panthéon,Autumn,14.7,4.3
2024-11-30,Vaugirard,Autumn,13.3,3.3
2023-06-20,Ménilmontant,Summer,31.7,1.6
2024-11-28,Passy,Autumn,11.2,1.4
2023-10-15,Temple,Autumn,14.8,2.2
2024-11-17,Hôtel-de-Ville,Autumn,8.5,2.2
2024-12-01,Ménilmontant,Winter,6.0,0.8
2024-11-25,Ménilmontant,Autumn,21.4,1.0
2024-08-19,Popincourt,Summer,15.9,0.1
2024-08-07,Observatoire,Summer,27.1,10.5
2023-10-22,Buttes-Chaumont,Autumn,4.9,4.2
2023-07-01,Élysée,Summer,28.6,0.2
2024-09-28,Buttes-Montmartre,Autumn,10.3,6.9
2023-08-31,Passy,Summer,18.7,1.1
2024-08-10,Passy,Summer,28.7,1.3
2024-06-10,Passy,Summer,29.6,0.7
2024-11-25,Popincourt,Autumn,7.9,0.8
2024-08-09,Buttes-Chaumont,Summer,30.1,2.4
2024-11-02,Ménilmontant,Autumn,6.3,0.3
2024-10-20,Buttes-Chaumont,Autumn,15.1,1.8
2023-06-16,Buttes-Montmartre,Summer,30.9,0.3
2024-08-14,Entrepôt,Summer,21.2,0.5
2024-10-13,Vaugirard,Autumn,13.8,0.9
2024-12-01,Batignolles-Monceau,Winter,3.8,0.7
2024-08-02,Entrepôt,Summer,33.5,2.1
2024-08-12,Palais-Bourbon,Summer,18.4,3.1
2024-11-10,Batignolles-Monceau,Autumn,11.1,10.5
2024-08-10,Panthéon,Summer,18.9,13.3
2024-08-13,Batignolles-Monceau,Summer,27.6,2.3
2024-04-15,Batignolles-Monceau,Spring,21.2,7.1
2024-11-24,Entrepôt,Autumn,9.3,0.6
2024-11-24,Panthéon,Autumn,14.5,0.5
2024-10-06,Popincourt,Autumn,14.6,9.4
2024-11-17,Passy,Autumn,16.0,0.2
2024-08-17,Buttes-Chaumont,Summer,13.7,1.1
2024-06-29,Buttes-Montmartre,Summer,25.6,0.7
2024-12-07,Panthéon,Winter,5.9,2.0
2024-11-26,Opéra,Autumn,15.4,3.8
2024-11-11,Reuilly,Autumn,11.9,2.8
2024-08-04,Popincourt,Summer,27.9,0.4
2024-05-15,Palais-Bourbon,Spring,15.1,2.2
2024-07-29,Passy,Summer,26.3,1.3
2024-11-19,Temple,Autumn,14.0,0.6
2023-07-02,Batignolles-Monceau,Summer,29.5,3.9
2023-07-09,Entrepôt,Summer,26.0,0.8
2024-10-24,Reuilly,Autumn,7.7,1.1
2024-12-01,Vaugirard,Winter,2.1,9.2
2024-08-02,Bourse,Summer,11.1,2.5
2024-08-10,Ménilmontant,Summer,25.4,1.4
2024-12-04,Entrepôt,Winter,5.2,2.5
2024-10-24,Panthéon,Autumn,11.5,3.9
2024-10-16,Opéra,Autumn,17.3,0.1
2024-10-04,Vaugirard,Autumn,11.3,4.4
2024-12-02,Buttes-Montmartre,Winter,4.1,4.4
2023-12-31,Buttes-Montmartre,Winter,7.3,13.5
2023-08-11,Élysée,Summer,28.5,3.0
2024-08-27,Buttes-Montmartre,Summer,22.8,0.6
2023-11-22,Luxembourg,Autumn,18.6,1.2
2024-10-13,Buttes-Chaumont,Autumn,10.4,1.6
2024-12-01,Temple,Winter,4.6,5.5
2024-08-07,Popincourt,Summer,31.5,0.2
2024-10-20,Ménilmontant,Autumn,10.3,2.0
2024-06-18,Reuilly,Summer,23.5,2.1
2023-06-23,Passy,Summer,21.3,1.1
2024-05-31,Reuilly,Spring,20.3,2.5
2024-04-29,Ménilmontant,Spring,17.2,4.5
2024-12-01,Gobelins,Winter,3.7,1.0
2024-10-13,Entrepôt,Autumn,15.7,0.6
2024-10-04,Popincourt,Autumn,10.7,3.3
2024-10-20,Temple,Autumn,14.2,2.5
2024-10-26,Passy,Autumn,15.8,0.3
2024-08-02,Batignolles-Monceau,Summer,31.0,0.9
2023-11-10,Gobelins,Autumn,13.1,4.2
2023-10-01,Buttes-Chaumont,Autumn,15.5,3.9
2024-11-02,Buttes-Montmartre,Autumn,17.2,11.2
2024-12-01,Popincourt,Winter,8.4,0.0
2024-10-28,Passy,Autumn,5.4,9.0
2023-05-18,Passy,Spring,15.6,0.8
2024-11-30,Ménilmontant,Autumn,17.0,10.1
2023-09-25,Élysée,Autumn,18.3,1.4
2024-03-06,Louvre,Spring,16.3,0.9
2024-11-24,Passy,Autumn,5.5,0.7
2024-08-05,Panthéon,Summer,32.5,0.5
2024-12-06,Temple,Winter,-0.5,7.2
2024-12-06,Popincourt,Winter,2.5,6.0
2024-11-06,Hôtel-de-Ville,Autumn,8.7,0.8
2024-05-26,Buttes-Chaumont,Spring,10.5,1.4
2024-08-11,Entrepôt,Summer,29.4,1.1
2024-11-21,Batignolles-Monceau,Autumn,7.0,1.8
2023-07-24,Buttes-Montmartre,Summer,27.4,1.1
2024-11-03,Bourse,Autumn,18.8,0.3
2024-11-28,Entrepôt,Autumn,10.1,1.3
2024-10-19,Buttes-Chaumont,Autumn,13.1,0.6
2023-08-25,Batignolles-Monceau,Summer,24.0,1.2
2024-11-21,Buttes-Chaumont,Autumn,3.6,6.7
2024-11-23,Bourse,Autumn,16.0,1.1
2024-11-10,Popincourt,Autumn,6.8,1.5
2024-11-15,Vaugirard,Autumn,10.4,1.3
2023-10-01,Buttes-Montmartre,Autumn,7.3,1.1
2024-11-03,Gobelins,Autumn,12.3,1.5
2024-10-25,Ménilmontant,Autumn,14.4,0.5
2024-08-11,Entrepôt,Summer,20.4,3.4
2024-08-18,Reuilly,Summer,31.7,0.1
2024-11-21,Opéra,Autumn,9.9,6.2
2024-10-26,Temple,Autumn,16.2,4.3
2024-11-30,Batignolles-Monceau,Autumn,10.6,1.0
2024-08-08,Hôtel-de-Ville,Summer,18.5,1.0
2023-12-19,Popincourt,Winter,7.1,3.2
2024-11-25,Palais-Bourbon,Autumn,7.6,0.7
2024-10-01,Passy,Autumn,13.1,1.6
2024-10-25,Panthéon,Autumn,9.9,6.0
2024-11-11,Vaugirard,Autumn,8.7,0.7
2024-11-17,Popincourt,Autumn,17.0,5.9
2024-11-11,Vaugirard,Autumn,12.4,6.2
2024-01-02,Buttes-Montmartre,Winter,6.9,14.9
2024-06-12,Temple,Summer,22.4,0.2
2024-10-23,Passy,Autumn,14.6,1.8
2024-09-29,Vaugirard,Autumn,17.8,2.8
2024-08-08,Opéra,Summer,18.9,1.5
2024-03-01,Gobelins,Spring,14.5,1.5
2024-10-23,Batignolles-Monceau,Autumn,13.3,1.5
2023-10-07,Observatoire,Autumn,12.5,0.2
2024-11-01,Élysée,Autumn,4.7,2.8
2023-09-14,Opéra,Autumn,10.7,0.6
2023-10-24,Buttes-Montmartre,Autumn,10.2,2.1
2024-11-26,Buttes-Montmartre,Autumn,10.8,0.8
2023-07-07,Popincourt,Summer,12.9,2.6
2024-11-25,Popincourt,Autumn,13.8,0.4
2024-12-03,Buttes-Chaumont,Winter,10.4,3.7
2024-10-18,Opéra,Autumn,9.0,2.1
2024-05-24,Luxembourg,Spring,8.6,2.6
2024-04-28,Buttes-Chaumont,Spring,15.5,0.4
2024-08-14,Vaugirard,Summer,29.7,1.6
2024-10-20,Palais-Bourbon,Autumn,11.7,2.6
2024-12-02,Observatoire,Winter,8.5,2.2
2023-11-02,Batignolles-Monceau,Autumn,13.4,13.6
2024-12-01,Reuilly,Winter,8.8,1.5
