event_id,event_name,neighbourhood,start_date,end_date
7941,Festival,Ménilmontant,2023-08-21,2023-08-25
7942,Compétition Sportive,Luxembourg,2023-11-21,2023-11-25
7943,Conférence,Panthéon,2023-02-24,2023-02-27
7944,Festival,Louvre,2023-08-30,2023-09-01
7945,Concert,Vaugirard,2023-05-05,2023-05-08
7946,Salon,Observatoire,2023-10-24,2023-10-26
7947,Concert,Ménilmontant,2023-05-10,2023-05-12
7948,Concert,Buttes-Chaumont,2023-01-06,2023-01-07
7949,Salon,Louvre,2023-08-16,2023-08-18
7950,Concert,Popincourt,2023-07-06,2023-07-07
7951,Salon,Entrepôt,2023-07-12,2023-07-16
7952,Concert,Popincourt,2023-10-14,2023-10-18
7953,Compétition Sportive,Louvre,2023-12-13,2023-12-15
7954,Conférence,Popincourt,2023-12-31,2024-01-04
7955,Compétition Sportive,Louvre,2023-04-11,2023-04-13
7956,Festival,Vaugirard,2023-02-15,2023-02-18
7957,Festival,Popincourt,2023-03-01,2023-03-05
7958,Concert,Gobelins,2023-02-15,2023-02-17
7959,Festival,Luxembourg,2023-10-02,2023-10-05
7960,Festival,Hôtel-de-Ville,2023-09-14,2023-09-17
7961,Concert,Élysée,2023-08-11,2023-08-13
7962,Concert,Opéra,2023-01-18,2023-01-22
7963,Conférence,Louvre,2023-08-15,2023-08-19
7964,Salon,Reuilly,2023-08-12,2023-08-14
7965,Concert,Reuilly,2023-11-11,2023-11-12
7966,Conférence,Vaugirard,2023-03-06,2023-03-10
7967,Compétition Sportive,Reuilly,2023-09-25,2023-09-29
7968,Festival,Popincourt,2023-06-22,2023-06-26
7969,Salon,Panthéon,2023-06-01,2023-06-03
7970,Compétition Sportive,Batignolles-Monceau,2023-09-17,2023-09-19
7971,Concert,Entrepôt,2023-03-20,2023-03-22
7972,Compétition Sportive,Buttes-Chaumont,2023-08-12,2023-08-15
7973,Conférence,Buttes-Montmartre,2023-10-07,2023-10-11
7974,Concert,Palais-Bourbon,2023-01-23,2023-01-24
7975,Concert,Louvre,2023-12-11,2023-12-15
7976,Salon,Passy,2023-08-06,2023-08-09
7977,Conférence,Temple,2023-10-04,2023-10-08
7978,Festival,Panthéon,2023-07-17,2023-07-19
7979,Compétition Sportive,Observatoire,2023-05-30,2023-06-03
7980,Salon,Opéra,2023-05-02,2023-05-03
7981,Salon,Palais-Bourbon,2023-04-19,2023-04-23
7982,Concert,Panthéon,2023-08-19,2023-08-21
7983,Compétition Sportive,Buttes-Chaumont,2023-08-17,2023-08-21
7984,Salon,Popincourt,2023-07-22,2023-07-24
7985,Concert,Hôtel-de-Ville,2023-10-20,2023-10-23
7986,Concert,Opéra,2023-10-13,2023-10-16
7987,Conférence,Temple,2023-10-14,2023-10-17
7988,Concert,Buttes-Chaumont,2023-10-16,2023-10-20
7989,Festival,Ménilmontant,2023-12-31,2024-01-04
7990,Conférence,Bourse,2023-03-17,2023-03-20
7991,Conférence,Buttes-Montmartre,2023-09-07,2023-09-10
7992,Festival,Observatoire,2023-03-19,2023-03-21
7993,Festival,Buttes-Chaumont,2023-09-12,2023-09-14
7994,Salon,Gobelins,2023-11-10,2023-11-11
7995,Salon,Popincourt,2023-03-05,2023-03-07
7996,Festival,Élysée,2023-04-19,2023-04-23
7997,Salon,Louvre,2023-04-24,2023-04-27
7998,Festival,Temple,2023-11-24,2023-11-25
7999,Festival,Entrepôt,2023-11-24,2023-11-27
8000,Concert,Batignolles-Monceau,2023-08-20,2023-08-23
8001,Salon,Hôtel-de-Ville,2023-01-26,2023-01-29
8002,Conférence,Opéra,2023-12-12,2023-12-16
8003,Conférence,Gobelins,2023-06-26,2023-06-28
8004,Salon,Reuilly,2023-02-12,2023-02-14
8005,Salon,Temple,2023-02-18,2023-02-20
8006,Salon,Luxembourg,2023-06-29,2023-07-03
8007,Salon,Popincourt,2023-11-23,2023-11-25
8008,Concert,Temple,2023-06-09,2023-06-12
8009,Festival,Popincourt,2023-04-16,2023-04-20
8010,Salon,Buttes-Montmartre,2023-11-07,2023-11-08
8011,Salon,Batignolles-Monceau,2023-04-23,2023-04-25
8012,Festival,Vaugirard,2023-09-07,2023-09-11
8013,Festival,Observatoire,2023-01-18,2023-01-19
8014,Festival,Louvre,2023-05-03,2023-05-06
8015,Compétition Sportive,Luxembourg,2023-10-12,2023-10-15
8016,Conférence,Batignolles-Monceau,2023-06-09,2023-06-10
8017,Salon,Panthéon,2023-07-01,2023-07-04
8018,Concert,Temple,2023-03-25,2023-03-29
8019,Concert,Entrepôt,2023-10-14,2023-10-16
8020,Festival,Hôtel-de-Ville,2023-06-20,2023-06-23
8021,Concert,Vaugirard,2023-06-18,2023-06-22
8022,Conférence,Bourse,2023-10-26,2023-10-28
8023,Salon,Luxembourg,2023-05-16,2023-05-20
8024,Concert,Luxembourg,2023-05-05,2023-05-08
8025,Conférence,Entrepôt,2023-01-09,2023-01-13
8026,Conférence,Buttes-Chaumont,2023-03-19,2023-03-21
8027,Compétition Sportive,Buttes-Montmartre,2023-02-02,2023-02-03
8028,Compétition Sportive,Popincourt,2023-11-10,2023-11-13
8029,Concert,Popincourt,2023-03-20,2023-03-23
8030,Conférence,Opéra,2023-08-10,2023-08-12
8031,Festival,Luxembourg,2023-12-16,2023-12-20
8032,Compétition Sportive,Vaugirard,2023-08-20,2023-08-22
8033,Conférence,Hôtel-de-Ville,2023-03-24,2023-03-25
8034,Compétition Sportive,Passy,2023-10-31,2023-11-02
8035,Salon,Élysée,2023-12-28,2023-12-29
8036,Conférence,Buttes-Montmartre,2023-05-19,2023-05-22
8037,Conférence,Élysée,2023-11-26,2023-11-28
8038,Salon,Gobelins,2023-05-08,2023-05-10
8039,Compétition Sportive,Reuilly,2023-12-22,2023-12-25
8040,Salon,Temple,2023-03-29,2023-03-30
8041,Concert,Hôtel-de-Ville,2023-09-28,2023-09-29
8042,Festival,Opéra,2023-01-29,2023-02-02
8043,Compétition Sportive,Observatoire,2023-08-19,2023-08-21
8044,Conférence,Buttes-Montmartre,2023-06-04,2023-06-08
8045,Concert,Popincourt,2023-10-03,2023-10-06
8046,Compétition Sportive,Hôtel-de-Ville,2023-01-14,2023-01-16
8047,Festival,Temple,2023-02-06,2023-02-07
8048,Conférence,Luxembourg,2023-12-23,2023-12-24
8049,Salon,Ménilmontant,2023-08-04,2023-08-05
8050,Festival,Luxembourg,2023-02-18,2023-02-21
8051,Compétition Sportive,Palais-Bourbon,2023-08-23,2023-08-26
8052,Conférence,Luxembourg,2023-09-07,2023-09-11
8053,Compétition Sportive,Temple,2023-01-15,2023-01-18
8054,Festival,Élysée,2023-01-05,2023-01-08
8055,Conférence,Louvre,2023-04-07,2023-04-11
8056,Festival,Louvre,2023-08-19,2023-08-21
8057,Compétition Sportive,Ménilmontant,2023-10-28,2023-11-01
8058,Conférence,Louvre,2023-10-30,2023-10-31
8059,Conférence,Reuilly,2023-10-17,2023-10-18
8060,Conférence,Ménilmontant,2023-05-16,2023-05-18
8061,Compétition Sportive,Batignolles-Monceau,2023-08-26,2023-08-28
8062,Concert,Entrepôt,2023-02-23,2023-02-25
8063,Compétition Sportive,Buttes-Montmartre,2023-03-28,2023-03-30
8064,Salon,Panthéon,2023-08-16,2023-08-18
8065,Concert,Temple,2023-03-01,2023-03-04
8066,Compétition Sportive,Ménilmontant,2023-10-20,2023-10-22
8067,Salon,Vaugirard,2023-10-01,2023-10-04
8068,Festival,Batignolles-Monceau,2023-01-10,2023-01-14
8069,Salon,Entrepôt,2023-09-08,2023-09-12
8070,Conférence,Popincourt,2023-03-09,2023-03-11
8071,Concert,Passy,2023-07-18,2023-07-20
8072,Compétition Sportive,Opéra,2023-03-27,2023-03-31
8073,Compétition Sportive,Entrepôt,2023-12-29,2024-01-01
8074,Conférence,Hôtel-de-Ville,2023-11-28,2023-11-30
8075,Concert,Luxembourg,2023-10-30,2023-11-01
8076,Concert,Observatoire,2023-02-06,2023-02-08
8077,Conférence,Gobelins,2023-07-19,2023-07-23
8078,Concert,Temple,2023-02-12,2023-02-14
8079,Conférence,Batignolles-Monceau,2023-07-29,2023-08-02
8080,Salon,Temple,2023-10-08,2023-10-10
8081,Conférence,Buttes-Chaumont,2023-08-30,2023-09-03
8082,Compétition Sportive,Opéra,2023-12-09,2023-12-12
8083,Festival,Vaugirard,2023-05-26,2023-05-28
8084,Salon,Observatoire,2023-09-09,2023-09-12
8085,Compétition Sportive,Entrepôt,2023-10-29,2023-11-02
8086,Salon,Entrepôt,2023-07-22,2023-07-26
8087,Compétition Sportive,Ménilmontant,2023-06-16,2023-06-18
8088,Concert,Observatoire,2023-11-30,2023-12-03
8089,Conférence,Temple,2023-09-11,2023-09-15
8090,Compétition Sportive,Buttes-Chaumont,2023-12-08,2023-12-11
8091,Compétition Sportive,Reuilly,2023-08-25,2023-08-29
8092,Concert,Entrepôt,2023-07-02,2023-07-05
8093,Festival,Élysée,2023-12-01,2023-12-05
8094,Festival,Reuilly,2023-09-18,2023-09-22
8095,Conférence,Passy,2023-04-23,2023-04-26
8096,Concert,Élysée,2023-06-27,2023-06-28
8097,Salon,Entrepôt,2023-10-25,2023-10-26
8098,Compétition Sportive,Panthéon,2023-06-11,2023-06-13
8099,Conférence,Ménilmontant,2023-11-05,2023-11-07
8100,Festival,Vaugirard,2023-01-21,2023-01-22
8101,Salon,Luxembourg,2023-10-28,2023-11-01
8102,Concert,Observatoire,2023-03-01,2023-03-05
8103,Compétition Sportive,Élysée,2023-01-19,2023-01-20
8104,Compétition Sportive,Observatoire,2023-10-18,2023-10-21
8105,Festival,Bourse,2023-12-04,2023-12-07
8106,Festival,Hôtel-de-Ville,2023-09-06,2023-09-10
8107,Conférence,Reuilly,2023-01-14,2023-01-17
8108,Compétition Sportive,Temple,2023-03-27,2023-03-30
8109,Compétition Sportive,Buttes-Montmartre,2023-04-13,2023-04-15
8110,Compétition Sportive,Vaugirard,2023-08-10,2023-08-13
8111,Compétition Sportive,Palais-Bourbon,2023-09-25,2023-09-27
8112,Salon,Gobelins,2023-06-26,2023-06-27
8113,Concert,Observatoire,2023-07-23,2023-07-24
8114,Salon,Popincourt,2023-01-03,2023-01-07
8115,Concert,Entrepôt,2023-04-29,2023-05-02
8116,Salon,Bourse,2023-04-14,2023-04-18
8117,Conférence,Bourse,2023-12-18,2023-12-21
8118,Concert,Popincourt,2023-06-04,2023-06-08
8119,Compétition Sportive,Batignolles-Monceau,2023-08-08,2023-08-12
8120,Concert,Luxembourg,2023-06-02,2023-06-04
8121,Compétition Sportive,Batignolles-Monceau,2023-08-28,2023-08-30
8122,Conférence,Gobelins,2023-01-27,2023-01-30
8123,Concert,Batignolles-Monceau,2023-09-28,2023-09-29
8124,Festival,Temple,2023-06-07,2023-06-11
8125,Compétition Sportive,Bourse,2023-07-22,2023-07-26
8126,Concert,Batignolles-Monceau,2023-07-06,2023-07-09
8127,Salon,Bourse,2023-06-30,2023-07-01
8128,Concert,Observatoire,2023-03-19,2023-03-20
8129,Compétition Sportive,Bourse,2023-10-28,2023-11-01
8130,Festival,Batignolles-Monceau,2023-12-14,2023-12-17
8131,Festival,Palais-Bourbon,2023-07-19,2023-07-22
8132,Salon,Opéra,2023-09-24,2023-09-28
8133,Conférence,Vaugirard,2023-03-19,2023-03-20
8134,Festival,Popincourt,2023-06-28,2023-06-30
8135,Conférence,Temple,2023-04-21,2023-04-23
8136,Compétition Sportive,Hôtel-de-Ville,2023-08-02,2023-08-04
8137,Concert,Entrepôt,2023-07-21,2023-07-25
8138,Conférence,Élysée,2023-08-16,2023-08-17
8139,Compétition Sportive,Observatoire,2023-01-24,2023-01-25
8140,Compétition Sportive,Observatoire,2023-05-14,2023-05-16
8141,Compétition Sportive,Popincourt,2023-02-02,2023-02-05
8142,Salon,Bourse,2023-11-12,2023-11-15
8143,Salon,Bourse,2023-01-11,2023-01-15
8144,Conférence,Batignolles-Monceau,2023-04-25,2023-04-28
8145,Compétition Sportive,Opéra,2023-10-18,2023-10-19
8146,Conférence,Temple,2023-03-06,2023-03-07
8147,Festival,Reuilly,2023-12-28,2024-01-01
8148,Conférence,Bourse,2023-12-12,2023-12-15
8149,Concert,Reuilly,2023-07-25,2023-07-26
8150,Compétition Sportive,Opéra,2023-03-07,2023-03-11
8151,Conférence,Élysée,2023-05-13,2023-05-16
8152,Salon,Panthéon,2023-06-16,2023-06-18
8153,Concert,Hôtel-de-Ville,2023-03-20,2023-03-24
8154,Conférence,Entrepôt,2023-08-09,2023-08-11
8155,Conférence,Panthéon,2023-06-15,2023-06-19
8156,Conférence,Panthéon,2023-09-27,2023-09-30
8157,Salon,Panthéon,2023-01-23,2023-01-27
8158,Conférence,Hôtel-de-Ville,2023-03-13,2023-03-14
8159,Festival,Passy,2023-07-31,2023-08-02
8160,Festival,Buttes-Montmartre,2023-06-15,2023-06-18
8161,Festival,Opéra,2023-10-30,2023-11-01
8162,Conférence,Hôtel-de-Ville,2023-03-05,2023-03-09
8163,Concert,Élysée,2023-08-18,2023-08-22
8164,Salon,Reuilly,2023-09-14,2023-09-18
8165,Festival,Passy,2023-10-25,2023-10-29
8166,Festival,Luxembourg,2023-11-20,2023-11-24
8167,Concert,Temple,2023-08-02,2023-08-06
8168,Festival,Reuilly,2023-07-23,2023-07-24
8169,Salon,Batignolles-Monceau,2023-01-25,2023-01-27
8170,Concert,Popincourt,2023-04-26,2023-04-30
8171,Compétition Sportive,Popincourt,2023-07-04,2023-07-06
8172,Salon,Gobelins,2023-06-29,2023-07-02
8173,Salon,Opéra,2023-03-24,2023-03-26
8174,Conférence,Passy,2023-08-27,2023-08-29
8175,Compétition Sportive,Louvre,2023-05-31,2023-06-01
8176,Compétition Sportive,Vaugirard,2023-09-09,2023-09-10
8177,Concert,Passy,2023-04-28,2023-04-30
8178,Festival,Popincourt,2023-05-18,2023-05-20
8179,Compétition Sportive,Entrepôt,2023-12-30,2024-01-02
8180,Concert,Ménilmontant,2023-06-13,2023-06-15
8181,Compétition Sportive,Buttes-Montmartre,2023-05-11,2023-05-14
8182,Salon,Entrepôt,2023-03-13,2023-03-14
8183,Compétition Sportive,Vaugirard,2023-11-29,2023-11-30
8184,Festival,Panthéon,2023-06-25,2023-06-27
8185,Concert,Ménilmontant,2023-04-22,2023-04-25
8186,Festival,Panthéon,2023-03-07,2023-03-10
8187,Conférence,Palais-Bourbon,2023-05-11,2023-05-13
8188,Festival,Panthéon,2023-03-04,2023-03-07
8189,Festival,Batignolles-Monceau,2023-01-15,2023-01-17
8190,Concert,Bourse,2023-05-10,2023-05-11
8191,Salon,Temple,2023-05-25,2023-05-29
8192,Compétition Sportive,Louvre,2023-09-24,2023-09-28
8193,Compétition Sportive,Passy,2023-09-18,2023-09-20
8194,Concert,Gobelins,2023-11-22,2023-11-26
8195,Concert,Bourse,2023-11-19,2023-11-20
8196,Salon,Panthéon,2023-10-06,2023-10-07
8197,Salon,Louvre,2023-04-06,2023-04-07
8198,Conférence,Entrepôt,2023-03-04,2023-03-07
8199,Compétition Sportive,Gobelins,2023-08-27,2023-08-30
8200,Compétition Sportive,Bourse,2023-01-29,2023-01-31
8201,Conférence,Élysée,2023-05-25,2023-05-28
8202,Concert,Vaugirard,2023-06-12,2023-06-16
8203,Compétition Sportive,Passy,2023-06-25,2023-06-29
8204,Festival,Vaugirard,2023-12-07,2023-12-10
8205,Concert,Batignolles-Monceau,2023-03-28,2023-03-31
8206,Concert,Temple,2023-10-31,2023-11-01
8207,Salon,Buttes-Chaumont,2023-11-05,2023-11-06
8208,Conférence,Buttes-Chaumont,2023-04-27,2023-04-28
8209,Concert,Observatoire,2023-07-22,2023-07-23
8210,Salon,Temple,2023-09-14,2023-09-15
8211,Festival,Passy,2023-05-15,2023-05-19
8212,Festival,Élysée,2023-08-21,2023-08-24
8213,Compétition Sportive,Bourse,2023-03-18,2023-03-20
8214,Conférence,Vaugirard,2023-03-25,2023-03-28
8215,Conférence,Luxembourg,2023-07-17,2023-07-21
8216,Salon,Passy,2023-10-13,2023-10-15
8217,Compétition Sportive,Luxembourg,2023-03-11,2023-03-15
8218,Conférence,Batignolles-Monceau,2023-04-08,2023-04-09
8219,Compétition Sportive,Popincourt,2023-04-09,2023-04-11
8220,Salon,Louvre,2023-03-25,2023-03-29
8221,Compétition Sportive,Vaugirard,2023-06-15,2023-06-18
8222,Concert,Passy,2023-06-07,2023-06-11
8223,Concert,Popincourt,2023-04-07,2023-04-11
8224,Concert,Louvre,2023-11-06,2023-11-09
8225,Concert,Passy,2023-12-10,2023-12-13
8226,Festival,Popincourt,2023-04-14,2023-04-15
8227,Festival,Élysée,2023-09-29,2023-10-02
8228,Conférence,Panthéon,2023-10-10,2023-10-13
8229,Festival,Bourse,2023-04-10,2023-04-11
8230,Compétition Sportive,Reuilly,2023-10-05,2023-10-09
8231,Compétition Sportive,Palais-Bourbon,2023-02-15,2023-02-19
8232,Festival,Bourse,2023-06-10,2023-06-13
8233,Compétition Sportive,Buttes-Montmartre,2023-04-10,2023-04-11
8234,Conférence,Luxembourg,2023-11-09,2023-11-13
8235,Salon,Buttes-Montmartre,2023-11-22,2023-11-26
8236,Festival,Reuilly,2023-07-15,2023-07-19
8237,Concert,Élysée,2023-10-03,2023-10-07
8238,Compétition Sportive,Ménilmontant,2023-01-04,2023-01-07
8239,Compétition Sportive,Opéra,2023-01-10,2023-01-14
8240,Salon,Ménilmontant,2023-09-20,2023-09-21
8241,Conférence,Hôtel-de-Ville,2023-11-09,2023-11-10
8242,Compétition Sportive,Reuilly,2023-11-07,2023-11-10
8243,Concert,Reuilly,2023-06-08,2023-06-10
8244,Salon,Entrepôt,2023-11-16,2023-11-20
8245,Compétition Sportive,Ménilmontant,2023-04-01,2023-04-04
8246,Concert,Entrepôt,2023-01-13,2023-01-15
8247,Compétition Sportive,Vaugirard,2023-03-16,2023-03-19
8248,Concert,Gobelins,2023-11-25,2023-11-28
8249,Salon,Buttes-Chaumont,2023-07-08,2023-07-10
8250,Conférence,Palais-Bourbon,2023-01-10,2023-01-11
8251,Festival,Opéra,2023-06-01,2023-06-03
8252,Festival,Buttes-Montmartre,2023-12-21,2023-12-25
8253,Conférence,Popincourt,2023-11-27,2023-11-29
8254,Compétition Sportive,Hôtel-de-Ville,2023-04-26,2023-04-30
8255,Salon,Palais-Bourbon,2023-05-09,2023-05-13
8256,Concert,Élysée,2023-01-05,2023-01-06
8257,Salon,Entrepôt,2023-01-07,2023-01-10
8258,Conférence,Élysée,2023-08-30,2023-09-01
8259,Compétition Sportive,Popincourt,2023-04-11,2023-04-15
8260,Compétition Sportive,Entrepôt,2023-08-18,2023-08-20
8261,Conférence,Buttes-Chaumont,2023-09-14,2023-09-16
8262,Salon,Passy,2023-10-15,2023-10-19
8263,Festival,Élysée,2023-05-25,2023-05-29
8264,Salon,Observatoire,2023-10-01,2023-10-04
8265,Compétition Sportive,Panthéon,2023-03-09,2023-03-11
8266,Compétition Sportive,Temple,2023-02-18,2023-02-22
8267,Conférence,Louvre,2023-09-26,2023-09-29
8268,Salon,Ménilmontant,2023-03-10,2023-03-12
8269,Festival,Louvre,2023-11-20,2023-11-22
8270,Salon,Bourse,2023-03-28,2023-04-01
8271,Compétition Sportive,Panthéon,2023-05-13,2023-05-14
8272,Salon,Temple,2023-03-18,2023-03-22
8273,Compétition Sportive,Buttes-Chaumont,2023-03-03,2023-03-05
8274,Compétition Sportive,Luxembourg,2023-03-14,2023-03-15
8275,Concert,Hôtel-de-Ville,2023-03-09,2023-03-13
8276,Festival,Buttes-Montmartre,2023-08-06,2023-08-07
8277,Conférence,Observatoire,2023-03-19,2023-03-22
8278,Festival,Panthéon,2023-09-03,2023-09-07
8279,Salon,Ménilmontant,2023-09-15,2023-09-17
8280,Concert,Panthéon,2023-04-05,2023-04-07
8281,Compétition Sportive,Buttes-Montmartre,2023-06-27,2023-06-28
8282,Festival,Observatoire,2023-11-03,2023-11-04
8283,Compétition Sportive,Opéra,2023-01-02,2023-01-05
8284,Compétition Sportive,Luxembourg,2023-11-16,2023-11-20
8285,Concert,Ménilmontant,2023-06-21,2023-06-24
8286,Festival,Batignolles-Monceau,2023-02-21,2023-02-22
8287,Concert,Bourse,2023-02-06,2023-02-08
8288,Compétition Sportive,Passy,2023-03-07,2023-03-10
8289,Festival,Temple,2023-04-02,2023-04-06
8290,Compétition Sportive,Louvre,2023-07-03,2023-07-05
8291,Compétition Sportive,Palais-Bourbon,2023-10-06,2023-10-10
8292,Festival,Vaugirard,2023-07-18,2023-07-19
8293,Conférence,Passy,2023-06-16,2023-06-17
8294,Concert,Louvre,2023-08-20,2023-08-24
8295,Salon,Élysée,2023-03-27,2023-03-31
8296,Compétition Sportive,Ménilmontant,2023-11-12,2023-11-13
8297,Concert,Louvre,2023-11-08,2023-11-11
8298,Concert,Palais-Bourbon,2023-12-20,2023-12-23
8299,Festival,Reuilly,2023-09-17,2023-09-21
8300,Festival,Panthéon,2023-02-10,2023-02-14
8301,Festival,Panthéon,2023-04-09,2023-04-10
8302,Concert,Palais-Bourbon,2023-06-08,2023-06-12
8303,Festival,Gobelins,2023-08-23,2023-08-27
8304,Salon,Temple,2023-02-01,2023-02-03
8305,Concert,Batignolles-Monceau,2023-02-12,2023-02-16
8306,Festival,Reuilly,2023-09-19,2023-09-23
8307,Compétition Sportive,Opéra,2023-04-02,2023-04-06
8308,Concert,Élysée,2023-07-28,2023-07-31
8309,Conférence,Louvre,2023-09-24,2023-09-25
8310,Conférence,Élysée,2023-06-18,2023-06-19
8311,Concert,Opéra,2023-10-10,2023-10-12
8312,Concert,Observatoire,2023-07-08,2023-07-11
8313,Conférence,Élysée,2023-03-17,2023-03-20
8314,Compétition Sportive,Buttes-Montmartre,2023-01-13,2023-01-14
8315,Compétition Sportive,Ménilmontant,2023-12-17,2023-12-21
8316,Compétition Sportive,Batignolles-Monceau,2023-02-04,2023-02-05
8317,Salon,Hôtel-de-Ville,2023-01-25,2023-01-29
8318,Salon,Louvre,2023-10-19,2023-10-23
8319,Compétition Sportive,Panthéon,2023-05-29,2023-06-01
8320,Conférence,Palais-Bourbon,2023-04-22,2023-04-23
8321,Salon,Hôtel-de-Ville,2023-11-07,2023-11-09
8322,Festival,Ménilmontant,2023-02-05,2023-02-06
8323,Salon,Élysée,2023-06-04,2023-06-06
8324,Conférence,Ménilmontant,2023-07-21,2023-07-24
8325,Conférence,Observatoire,2023-01-26,2023-01-30
8326,Concert,Élysée,2023-06-22,2023-06-23
8327,Conférence,Gobelins,2023-01-08,2023-01-11
8328,Compétition Sportive,Gobelins,2023-11-27,2023-11-30
8329,Conférence,Élysée,2023-05-05,2023-05-09
8330,Salon,Buttes-Montmartre,2023-08-27,2023-08-29
8331,Salon,Buttes-Montmartre,2023-07-24,2023-07-28
8332,Salon,Luxembourg,2023-06-18,2023-06-19
8333,Conférence,Gobelins,2023-03-24,2023-03-27
8334,Compétition Sportive,Vaugirard,2023-03-24,2023-03-28
8335,Compétition Sportive,Ménilmontant,2023-03-15,2023-03-17
8336,Concert,Élysée,2023-10-11,2023-10-13
8337,Festival,Louvre,2023-06-02,2023-06-04
8338,Compétition Sportive,Panthéon,2023-12-01,2023-12-04
8339,Salon,Palais-Bourbon,2023-06-12,2023-06-16
8340,Concert,Panthéon,2023-12-02,2023-12-05
8341,Compétition Sportive,Reuilly,2023-02-06,2023-02-08
8342,Compétition Sportive,Louvre,2023-06-04,2023-06-08
8343,Festival,Batignolles-Monceau,2023-09-18,2023-09-19
8344,Festival,Louvre,2023-03-29,2023-03-31
8345,Festival,Batignolles-Monceau,2023-07-13,2023-07-17
8346,Compétition Sportive,Panthéon,2023-12-26,2023-12-29
8347,Compétition Sportive,Élysée,2023-09-02,2023-09-03
8348,Salon,Louvre,2023-02-26,2023-03-02
8349,Conférence,Observatoire,2023-07-08,2023-07-12
8350,Festival,Popincourt,2023-05-07,2023-05-09
8351,Salon,Batignolles-Monceau,2023-11-12,2023-11-16
8352,Salon,Gobelins,2023-02-01,2023-02-04
8353,Concert,Popincourt,2023-12-31,2024-01-03
8354,Salon,Temple,2023-12-31,2024-01-02
8355,Festival,Ménilmontant,2023-10-27,2023-10-28
8356,Conférence,Vaugirard,2023-08-03,2023-08-04
8357,Salon,Opéra,2023-12-12,2023-12-16
8358,Compétition Sportive,Vaugirard,2023-05-02,2023-05-04
8359,Compétition Sportive,Luxembourg,2023-11-21,2023-11-24
8360,Salon,Buttes-Chaumont,2023-07-08,2023-07-10
8361,Festival,Reuilly,2023-11-23,2023-11-27
8362,Conférence,Passy,2023-06-11,2023-06-14
8363,Conférence,Reuilly,2023-08-30,2023-09-03
8364,Festival,Ménilmontant,2023-04-30,2023-05-03
8365,Compétition Sportive,Luxembourg,2023-03-27,2023-03-30
8366,Compétition Sportive,Reuilly,2023-10-04,2023-10-07
8367,Concert,Temple,2023-02-21,2023-02-23
8368,Salon,Batignolles-Monceau,2023-04-30,2023-05-03
8369,Salon,Luxembourg,2023-02-08,2023-02-09
8370,Compétition Sportive,Palais-Bourbon,2023-10-28,2023-10-29
8371,Salon,Opéra,2023-12-11,2023-12-15
8372,Festival,Opéra,2023-06-20,2023-06-24
8373,Conférence,Luxembourg,2023-12-05,2023-12-07
8374,Concert,Panthéon,2023-07-18,2023-07-21
8375,Festival,Buttes-Montmartre,2023-07-13,2023-07-16
8376,Festival,Ménilmontant,2023-04-18,2023-04-21
8377,Festival,Passy,2023-05-12,2023-05-14
8378,Salon,Vaugirard,2023-09-01,2023-09-02
8379,Conférence,Panthéon,2023-04-21,2023-04-24
8380,Concert,Ménilmontant,2023-03-01,2023-03-05
8381,Compétition Sportive,Opéra,2023-11-02,2023-11-03
8382,Festival,Palais-Bourbon,2023-12-09,2023-12-12
8383,Festival,Reuilly,2023-10-30,2023-11-02
8384,Festival,Observatoire,2023-01-17,2023-01-18
8385,Compétition Sportive,Panthéon,2023-12-08,2023-12-10
8386,Salon,Entrepôt,2023-06-12,2023-06-15
8387,Salon,Palais-Bourbon,2023-01-08,2023-01-10
8388,Conférence,Buttes-Chaumont,2023-02-25,2023-03-01
8389,Salon,Ménilmontant,2023-07-07,2023-07-10
8390,Salon,Gobelins,2023-07-02,2023-07-05
8391,Concert,Buttes-Chaumont,2023-09-20,2023-09-23
8392,Concert,Batignolles-Monceau,2023-03-06,2023-03-09
8393,Salon,Palais-Bourbon,2023-10-08,2023-10-10
8394,Concert,Panthéon,2023-01-24,2023-01-26
8395,Conférence,Observatoire,2023-04-24,2023-04-25
8396,Salon,Palais-Bourbon,2023-04-07,2023-04-09
8397,Concert,Ménilmontant,2023-04-06,2023-04-08
8398,Compétition Sportive,Entrepôt,2023-12-15,2023-12-19
8399,Concert,Gobelins,2023-03-06,2023-03-07
8400,Concert,Hôtel-de-Ville,2023-10-30,2023-11-03
8401,Compétition Sportive,Élysée,2023-05-16,2023-05-17
8402,Conférence,Batignolles-Monceau,2023-06-22,2023-06-25
8403,Compétition Sportive,Reuilly,2023-01-31,2023-02-04
8404,Conférence,Ménilmontant,2023-11-09,2023-11-10
8405,Compétition Sportive,Vaugirard,2023-05-15,2023-05-17
8406,Conférence,Élysée,2023-06-08,2023-06-12
8407,Conférence,Hôtel-de-Ville,2023-04-19,2023-04-20
8408,Festival,Observatoire,2023-08-30,2023-09-03
8409,Festival,Batignolles-Monceau,2023-07-07,2023-07-10
8410,Concert,Popincourt,2023-07-03,2023-07-05
8411,Compétition Sportive,Observatoire,2023-06-09,2023-06-12
8412,Conférence,Luxembourg,2023-04-04,2023-04-06
8413,Festival,Buttes-Montmartre,2023-11-13,2023-11-14
8414,Concert,Bourse,2023-07-08,2023-07-09
8415,Concert,Ménilmontant,2023-03-17,2023-03-18
8416,Concert,Observatoire,2023-12-21,2023-12-22
8417,Festival,Vaugirard,2023-09-23,2023-09-27
